age,education-num,hours-per-week,income
17,7,25, <=50K
49,13,40, >50K
79,4,35, <=50K
61,10,36, >50K
49,10,40, >50K
59,9,40, <=50K
50,9,38, <=50K
20,10,40, <=50K
62,10,40, <=50K
34,10,55, <=50K
68,9,15, <=50K
37,9,40, <=50K
35,14,44, >50K
41,9,40, >50K
58,9,70, <=50K
37,10,50, <=50K
19,9,40, <=50K
46,13,42, >50K
41,13,40, <=50K
36,16,35, <=50K
33,10,50, >50K
67,14,60, >50K
29,9,50, <=50K
25,9,35, <=50K
19,9,48, <=50K
28,4,40, <=50K
29,13,75, <=50K
42,9,40, <=50K
56,7,20, <=50K
45,13,60, <=50K
39,11,50, <=50K
51,10,40, <=50K
42,9,40, <=50K
21,10,40, <=50K
40,13,80, <=50K
36,11,60, <=50K
42,6,40, <=50K
29,11,40, <=50K
29,11,48, >50K
23,10,80, <=50K
58,13,35, <=50K
54,13,48, <=50K
30,9,66, <=50K
21,9,44, <=50K
53,6,40, <=50K
36,12,48, <=50K
45,13,50, >50K
43,9,60, <=50K
33,9,40, <=50K
54,9,40, <=50K
32,9,40, <=50K
52,10,40, <=50K
49,10,48, >50K
32,10,40, <=50K
22,13,20, <=50K
36,13,50, <=50K
63,9,45, <=50K
26,9,40, <=50K
46,10,40, >50K
33,13,40, <=50K
34,9,30, <=50K
18,7,20, <=50K
29,9,35, <=50K
48,13,58, >50K
20,10,16, <=50K
27,9,40, <=50K
35,10,40, >50K
63,5,40, <=50K
34,16,20, <=50K
30,12,40, <=50K
55,10,25, <=50K
35,9,40, <=50K
22,10,20, <=50K
18,7,40, <=50K
23,10,25, <=50K
31,2,35, <=50K
56,10,50, <=50K
27,10,40, <=50K
22,9,55, <=50K
39,10,40, <=50K
48,14,61, >50K
38,13,40, >50K
63,9,25, <=50K
40,13,20, <=50K
51,9,40, <=50K
35,13,60, <=50K
39,10,40, >50K
19,10,35, <=50K
33,9,46, <=50K
30,9,40, <=50K
38,9,55, >50K
31,13,55, >50K
38,11,50, <=50K
37,13,50, >50K
62,9,24, <=50K
30,13,50, >50K
51,10,50, <=50K
38,9,40, >50K
21,7,45, <=50K
34,8,40, <=50K
57,9,60, <=50K
27,9,60, >50K
28,4,40, <=50K
27,7,35, <=50K
23,10,14, <=50K
49,15,60, >50K
54,14,40, <=50K
28,13,40, <=50K
54,10,48, >50K
29,6,80, <=50K
37,13,50, >50K
56,9,40, >50K
30,14,60, >50K
53,9,40, <=50K
75,7,30, <=50K
36,9,35, <=50K
23,9,35, <=50K
43,13,40, <=50K
46,6,45, <=50K
36,13,50, <=50K
51,14,47, >50K
30,9,50, >50K
66,9,55, <=50K
31,9,35, <=50K
69,7,45, <=50K
29,9,40, <=50K
47,16,35, >50K
45,10,44, >50K
52,9,40, >50K
37,13,40, >50K
36,14,40, >50K
57,3,40, <=50K
59,12,40, <=50K
52,10,40, >50K
31,9,50, <=50K
41,13,56, >50K
30,13,40, >50K
31,9,50, <=50K
50,3,55, <=50K
36,11,38, <=50K
32,10,40, <=50K
20,9,45, <=50K
27,13,50, <=50K
51,14,50, >50K
28,9,40, <=50K
30,14,17, <=50K
34,9,20, <=50K
26,6,40, <=50K
53,9,60, <=50K
55,12,40, <=50K
25,9,40, <=50K
31,9,40, <=50K
53,9,45, <=50K
70,13,12, >50K
41,12,60, >50K
26,7,40, <=50K
24,14,56, <=50K
34,10,52, <=50K
47,10,70, >50K
35,9,40, >50K
34,9,44, <=50K
69,9,33, <=50K
37,13,50, <=50K
33,14,40, <=50K
42,11,40, >50K
79,15,10, <=50K
69,11,8, <=50K
17,7,20, <=50K
28,9,40, <=50K
28,10,40, >50K
32,9,40, <=50K
59,10,40, <=50K
19,10,30, <=50K
46,14,50, >50K
71,6,8, <=50K
30,13,40, >50K
45,13,60, <=50K
24,9,60, <=50K
36,9,40, >50K
58,5,40, <=50K
29,9,40, <=50K
43,9,45, <=50K
44,10,50, >50K
37,2,53, <=50K
52,10,40, >50K
32,13,30, <=50K
51,7,40, <=50K
18,6,30, <=50K
43,10,40, <=50K
67,16,35, >50K
48,13,37, >50K
69,4,55, <=50K
27,13,40, <=50K
32,13,40, <=50K
66,9,20, <=50K
35,4,75, <=50K
47,14,38, >50K
50,9,50, >50K
48,13,50, >50K
48,9,40, >50K
40,12,60, >50K
25,9,30, <=50K
18,7,12, <=50K
45,9,40, >50K
41,9,6, <=50K
36,9,45, <=50K
24,10,20, <=50K
53,9,35, <=50K
30,9,27, <=50K
30,16,40, <=50K
32,13,40, <=50K
19,10,40, <=50K
57,13,40, >50K
33,11,40, >50K
51,9,54, <=50K
22,9,40, <=50K
34,9,40, <=50K
32,9,40, <=50K
50,14,40, >50K
29,9,40, <=50K
34,13,45, <=50K
48,9,40, <=50K
21,8,40, <=50K
50,13,45, >50K
58,13,40, <=50K
28,9,70, <=50K
45,9,40, <=50K
32,13,60, >50K
63,4,30, <=50K
43,9,60, <=50K
54,13,50, >50K
28,9,40, <=50K
40,9,45, <=50K
53,9,10, <=50K
53,7,40, <=50K
48,10,40, >50K
66,15,25, >50K
23,9,50, <=50K
52,14,40, >50K
64,10,20, <=50K
63,6,40, <=50K
34,10,45, <=50K
33,10,60, <=50K
35,14,38, <=50K
23,7,60, >50K
42,9,40, <=50K
55,9,40, >50K
44,14,40, >50K
38,14,40, <=50K
41,9,50, <=50K
38,16,40, >50K
30,13,50, <=50K
20,5,50, <=50K
51,14,45, <=50K
30,4,40, <=50K
37,10,40, <=50K
37,16,60, <=50K
42,13,45, >50K
35,5,40, <=50K
46,13,45, >50K
41,10,50, <=50K
26,13,50, <=50K
37,10,40, <=50K
46,12,38, >50K
40,8,40, <=50K
21,10,35, <=50K
30,10,40, >50K
46,14,40, <=50K
42,7,15, <=50K
41,9,72, >50K
38,13,40, >50K
36,9,40, <=50K
32,9,40, <=50K
38,13,50, <=50K
20,10,35, <=50K
58,9,40, <=50K
32,10,40, <=50K
56,10,50, <=50K
26,13,40, <=50K
55,14,40, <=50K
46,14,60, <=50K
48,7,30, <=50K
45,14,40, <=50K
41,9,40, <=50K
19,9,40, <=50K
17,7,9, <=50K
57,10,40, <=50K
38,9,30, <=50K
24,9,20, <=50K
31,15,60, >50K
56,9,40, <=50K
38,10,40, <=50K
37,10,40, <=50K
20,10,15, <=50K
42,10,50, >50K
53,16,40, >50K
56,5,40, <=50K
56,9,15, <=50K
17,7,30, <=50K
32,9,36, <=50K
73,6,10, <=50K
54,14,40, <=50K
28,14,40, <=50K
45,16,35, >50K
20,10,20, <=50K
40,12,45, <=50K
18,7,40, <=50K
26,13,35, <=50K
29,10,40, <=50K
17,5,20, <=50K
28,9,35, <=50K
80,9,16, <=50K
32,9,40, >50K
20,10,18, <=50K
36,9,40, >50K
22,9,40, <=50K
44,11,40, <=50K
39,9,45, <=50K
31,13,50, >50K
22,13,40, <=50K
56,9,38, <=50K
53,10,40, <=50K
42,15,40, >50K
66,9,40, <=50K
25,14,40, <=50K
22,9,40, <=50K
20,10,24, <=50K
43,9,42, >50K
45,9,40, <=50K
29,14,35, <=50K
34,11,40, <=50K
50,10,40, <=50K
37,10,45, <=50K
75,14,50, <=50K
41,14,45, <=50K
50,9,12, <=50K
40,10,40, <=50K
38,13,40, <=50K
22,10,40, <=50K
38,10,40, <=50K
30,9,40, <=50K
45,11,38, <=50K
22,10,28, <=50K
67,13,40, <=50K
31,12,45, <=50K
29,9,40, >50K
46,10,40, <=50K
31,13,40, <=50K
27,13,40, <=50K
53,13,50, >50K
65,10,40, <=50K
23,10,35, <=50K
27,10,39, <=50K
43,13,80, <=50K
36,9,70, <=50K
34,11,40, <=50K
40,6,32, <=50K
18,9,20, <=50K
36,9,17, <=50K
58,10,40, <=50K
23,13,40, <=50K
69,9,40, <=50K
35,9,40, <=50K
62,9,25, <=50K
21,11,40, <=50K
28,11,40, <=50K
58,10,55, >50K
42,9,32, <=50K
26,13,20, <=50K
32,10,35, <=50K
24,10,40, <=50K
29,9,32, <=50K
42,13,12, <=50K
53,12,48, <=50K
33,13,40, <=50K
31,9,35, <=50K
50,9,40, >50K
32,10,50, <=50K
57,9,40, <=50K
24,6,58, <=50K
30,5,40, <=50K
46,12,40, <=50K
49,9,40, <=50K
21,10,40, <=50K
47,4,40, <=50K
34,13,35, <=50K
26,13,35, <=50K
24,9,40, <=50K
75,6,70, <=50K
48,10,24, <=50K
37,9,20, <=50K
28,13,48, <=50K
26,9,40, <=50K
31,10,40, <=50K
52,13,55, <=50K
45,5,40, <=50K
44,16,32, >50K
25,7,40, <=50K
48,9,18, <=50K
19,9,60, <=50K
19,9,30, <=50K
19,10,15, <=50K
26,9,40, <=50K
44,14,40, <=50K
17,7,25, <=50K
30,13,40, <=50K
37,9,56, <=50K
38,12,40, <=50K
43,9,44, <=50K
54,10,40, <=50K
64,10,8, <=50K
49,9,10, <=50K
49,10,50, <=50K
48,7,34, <=50K
19,10,24, <=50K
22,9,40, <=50K
26,13,40, <=50K
33,9,40, <=50K
35,9,40, <=50K
30,9,40, <=50K
47,9,40, >50K
20,9,15, <=50K
27,9,40, <=50K
32,9,32, <=50K
64,10,40, <=50K
27,13,40, <=50K
21,9,16, <=50K
34,10,40, <=50K
63,9,40, <=50K
22,12,25, <=50K
32,9,28, <=50K
32,12,36, <=50K
53,9,40, <=50K
44,9,40, <=50K
43,12,30, <=50K
52,10,24, <=50K
18,7,20, <=50K
54,9,38, <=50K
45,9,40, <=50K
38,9,40, <=50K
31,9,58, <=50K
22,10,25, <=50K
66,10,50, >50K
56,10,40, <=50K
24,9,40, <=50K
56,9,38, <=50K
49,5,40, <=50K
35,12,24, <=50K
40,10,40, <=50K
60,9,38, <=50K
31,9,8, <=50K
20,8,40, <=50K
51,5,40, <=50K
18,7,15, <=50K
30,10,35, <=50K
39,10,45, >50K
50,9,65, <=50K
37,10,40, <=50K
23,10,40, <=50K
24,13,40, <=50K
18,10,4, <=50K
37,9,40, <=50K
19,10,25, <=50K
51,9,24, <=50K
42,9,40, >50K
32,11,40, <=50K
21,9,25, <=50K
57,6,70, <=50K
53,14,40, >50K
40,9,22, <=50K
24,10,25, <=50K
50,9,40, <=50K
20,9,30, <=50K
26,9,20, <=50K
54,10,40, <=50K
47,9,38, <=50K
28,10,52, <=50K
35,11,40, <=50K
40,11,36, <=50K
21,10,20, <=50K
22,6,40, <=50K
46,10,40, <=50K
35,13,40, >50K
39,9,40, <=50K
23,6,40, <=50K
29,13,40, <=50K
52,10,50, <=50K
24,9,37, <=50K
43,11,32, >50K
39,14,55, <=50K
19,7,15, <=50K
41,10,40, <=50K
21,9,35, <=50K
23,10,30, <=50K
20,9,40, <=50K
36,9,40, <=50K
42,9,40, <=50K
22,9,40, <=50K
45,9,40, <=50K
24,12,20, <=50K
21,10,25, <=50K
35,13,40, <=50K
21,9,40, <=50K
45,14,50, <=50K
38,9,40, <=50K
18,10,40, <=50K
28,10,60, <=50K
39,10,45, <=50K
62,11,20, <=50K
59,9,38, <=50K
28,10,40, <=50K
18,7,10, <=50K
65,10,35, <=50K
37,13,40, <=50K
40,14,55, >50K
21,11,50, <=50K
33,11,40, >50K
31,9,40, <=50K
39,9,50, >50K
77,9,10, <=50K
48,14,40, >50K
20,9,40, <=50K
47,9,40, <=50K
41,13,20, <=50K
44,12,40, <=50K
55,3,40, <=50K
28,9,35, <=50K
56,10,32, <=50K
26,9,40, <=50K
24,13,30, <=50K
25,10,40, <=50K
24,7,40, <=50K
21,10,25, <=50K
38,10,40, <=50K
26,13,40, >50K
19,9,40, <=50K
38,13,24, <=50K
31,10,60, <=50K
32,10,40, <=50K
67,5,40, <=50K
29,13,40, <=50K
66,9,35, >50K
38,13,40, >50K
33,9,40, <=50K
29,10,40, <=50K
24,10,30, <=50K
20,10,40, <=50K
25,10,40, <=50K
55,10,36, <=50K
17,6,23, <=50K
18,10,15, <=50K
20,9,36, <=50K
39,14,40, <=50K
32,12,40, >50K
60,9,32, <=50K
55,7,40, <=50K
17,9,35, <=50K
18,9,30, <=50K
38,9,40, <=50K
26,13,40, <=50K
66,11,35, <=50K
42,11,60, <=50K
46,7,40, <=50K
33,9,40, <=50K
19,10,10, <=50K
27,13,40, <=50K
46,13,40, >50K
27,13,40, <=50K
24,9,40, <=50K
33,9,40, <=50K
41,14,45, <=50K
40,9,40, <=50K
37,12,40, <=50K
20,9,35, <=50K
38,11,40, <=50K
18,10,30, <=50K
36,7,12, <=50K
36,11,40, <=50K
45,9,50, <=50K
33,10,10, <=50K
21,11,30, <=50K
42,9,42, <=50K
42,9,40, <=50K
40,10,49, <=50K
64,2,12, <=50K
18,9,40, <=50K
54,9,40, <=50K
68,4,40, <=50K
59,9,40, <=50K
37,9,45, <=50K
63,13,40, >50K
21,10,30, <=50K
22,13,35, <=50K
33,9,45, <=50K
39,10,40, <=50K
66,7,40, <=50K
48,10,40, <=50K
41,9,50, <=50K
45,7,25, <=50K
63,9,40, <=50K
21,9,40, <=50K
35,8,40, <=50K
64,9,40, <=50K
19,9,35, <=50K
40,13,40, <=50K
20,10,8, <=50K
33,9,40, <=50K
26,10,25, <=50K
66,4,10, <=50K
34,10,40, <=50K
32,10,40, <=50K
26,13,40, <=50K
24,10,20, <=50K
27,9,40, <=50K
23,13,20, <=50K
59,6,40, <=50K
37,11,40, <=50K
40,10,38, <=50K
52,10,40, <=50K
24,9,20, <=50K
45,13,40, <=50K
30,9,35, <=50K
43,10,40, <=50K
21,9,33, <=50K
47,10,35, <=50K
48,10,44, <=50K
29,9,40, <=50K
30,10,40, <=50K
23,14,36, <=50K
36,10,40, <=50K
27,10,50, <=50K
40,9,35, <=50K
58,10,55, <=50K
40,9,50, <=50K
34,13,35, <=50K
46,9,44, <=50K
21,10,25, <=50K
26,9,35, <=50K
37,9,37, <=50K
43,10,40, <=50K
46,9,40, <=50K
19,10,40, <=50K
17,6,5, <=50K
23,13,60, <=50K
26,10,40, <=50K
66,12,40, <=50K
75,13,6, <=50K
38,11,39, <=50K
23,12,25, <=50K
24,11,40, <=50K
35,11,40, <=50K
25,10,40, <=50K
22,9,35, <=50K
24,9,40, <=50K
35,9,40, >50K
56,9,40, <=50K
39,14,24, >50K
25,13,21, <=50K
40,13,40, >50K
21,10,40, <=50K
20,10,18, <=50K
90,9,25, <=50K
46,10,40, <=50K
24,13,15, <=50K
20,9,40, <=50K
51,9,44, <=50K
20,9,26, <=50K
22,9,40, <=50K
44,9,33, <=50K
18,10,16, <=50K
20,9,20, <=50K
41,9,40, <=50K
34,10,40, <=50K
46,14,40, <=50K
36,13,40, <=50K
44,2,40, <=50K
31,13,40, >50K
56,10,50, >50K
43,14,40, >50K
67,13,35, <=50K
38,10,45, <=50K
71,14,15, <=50K
41,14,35, <=50K
46,9,37, <=50K
36,10,40, <=50K
29,9,30, <=50K
23,9,40, <=50K
27,13,6, <=50K
34,6,40, <=50K
34,13,25, <=50K
34,9,40, <=50K
32,13,35, >50K
63,9,35, >50K
20,10,20, <=50K
20,10,40, <=50K
23,9,40, <=50K
35,9,40, <=50K
17,6,25, <=50K
29,9,40, <=50K
22,10,17, <=50K
30,13,15, <=50K
28,13,50, <=50K
36,10,40, <=50K
25,10,20, <=50K
29,6,12, <=50K
32,11,40, >50K
56,6,45, <=50K
24,13,40, >50K
23,13,40, <=50K
24,2,5, <=50K
19,10,35, <=50K
28,9,40, <=50K
30,11,35, <=50K
40,9,38, <=50K
26,6,40, <=50K
28,13,30, <=50K
37,9,40, <=50K
19,9,20, <=50K
20,10,14, <=50K
57,10,40, <=50K
39,9,36, <=50K
72,7,24, <=50K
35,10,38, <=50K
24,13,65, <=50K
33,10,25, <=50K
44,12,43, <=50K
31,10,40, <=50K
48,9,40, <=50K
40,12,50, <=50K
42,10,23, <=50K
22,10,20, <=50K
55,11,40, <=50K
28,13,30, <=50K
26,14,40, <=50K
32,13,40, <=50K
66,9,40, >50K
36,9,40, <=50K
34,12,40, <=50K
19,8,20, <=50K
55,9,40, <=50K
26,9,30, <=50K
49,13,40, <=50K
45,9,20, <=50K
38,11,25, <=50K
26,13,35, <=50K
26,13,40, <=50K
27,9,37, <=50K
28,9,37, <=50K
60,4,40, <=50K
52,4,7, <=50K
46,13,40, <=50K
23,13,40, <=50K
19,7,32, <=50K
60,4,40, <=50K
41,11,10, <=50K
32,9,40, <=50K
29,9,40, <=50K
51,2,40, <=50K
20,10,40, <=50K
35,9,40, <=50K
34,9,35, <=50K
54,9,40, <=50K
28,14,40, <=50K
45,9,40, <=50K
30,10,40, <=50K
26,11,35, <=50K
42,11,40, <=50K
41,9,40, <=50K
23,13,45, <=50K
40,9,25, <=50K
45,9,40, <=50K
19,10,40, <=50K
26,14,40, <=50K
46,10,40, <=50K
21,10,25, <=50K
43,16,40, >50K
37,13,40, <=50K
24,11,35, <=50K
62,9,36, <=50K
24,10,75, <=50K
24,9,40, <=50K
56,9,40, >50K
26,9,50, <=50K
40,9,38, <=50K
37,11,40, <=50K
39,9,4, <=50K
36,10,32, <=50K
78,4,35, <=50K
47,13,50, >50K
45,6,40, <=50K
30,9,40, <=50K
17,6,14, <=50K
32,14,45, >50K
23,13,40, <=50K
37,9,30, <=50K
22,10,30, <=50K
19,9,15, <=50K
72,9,40, <=50K
38,11,30, <=50K
39,10,40, >50K
27,16,70, <=50K
36,13,40, <=50K
42,13,40, <=50K
51,15,50, >50K
28,13,50, >50K
21,10,70, <=50K
36,9,40, >50K
44,10,38, <=50K
22,6,40, <=50K
23,13,60, <=50K
20,10,12, <=50K
19,10,15, <=50K
53,10,40, <=50K
41,13,40, <=50K
20,5,40, <=50K
49,9,43, <=50K
22,9,35, <=50K
27,9,40, <=50K
19,9,35, <=50K
61,4,40, <=50K
40,9,35, <=50K
21,10,35, <=50K
45,4,40, <=50K
37,11,32, <=50K
47,11,40, <=50K
44,12,50, <=50K
20,6,36, <=50K
60,7,30, <=50K
51,10,40, >50K
74,4,20, <=50K
33,9,80, <=50K
44,13,40, <=50K
26,14,40, <=50K
17,10,40, <=50K
38,10,40, <=50K
60,11,40, <=50K
29,7,14, <=50K
20,12,25, <=50K
50,9,72, >50K
31,13,40, <=50K
22,10,12, <=50K
23,10,25, <=50K
38,9,10, <=50K
32,9,40, <=50K
46,11,30, <=50K
18,9,40, <=50K
22,10,20, <=50K
67,9,7, <=50K
39,9,38, <=50K
37,10,40, >50K
19,9,40, <=50K
54,10,40, <=50K
26,10,35, <=50K
51,6,40, <=50K
51,13,16, <=50K
39,13,55, >50K
43,3,40, <=50K
33,13,50, <=50K
51,10,10, >50K
51,6,40, <=50K
19,10,10, <=50K
21,9,40, <=50K
24,10,35, <=50K
36,10,36, <=50K
25,6,24, <=50K
54,10,40, <=50K
35,13,40, <=50K
28,9,40, <=50K
22,9,40, >50K
29,9,40, <=50K
31,13,40, <=50K
23,11,15, <=50K
20,6,40, <=50K
47,10,40, <=50K
59,11,36, <=50K
32,10,40, >50K
49,13,45, <=50K
35,9,40, <=50K
48,10,40, >50K
30,13,40, <=50K
49,9,35, <=50K
22,10,43, <=50K
21,10,40, <=50K
38,7,40, <=50K
40,13,40, <=50K
42,9,30, <=50K
19,9,24, <=50K
37,14,40, >50K
50,9,40, <=50K
29,10,40, <=50K
23,10,40, <=50K
36,12,15, <=50K
24,6,15, <=50K
61,4,21, <=50K
45,16,30, >50K
36,11,40, >50K
65,10,45, <=50K
25,9,40, <=50K
43,9,40, >50K
28,13,43, <=50K
36,13,35, >50K
43,5,40, <=50K
25,9,40, <=50K
41,10,50, <=50K
38,13,45, >50K
30,9,40, <=50K
50,11,40, <=50K
47,9,20, <=50K
41,13,30, <=50K
51,10,40, >50K
20,7,40, <=50K
31,10,50, <=50K
38,9,40, <=50K
46,11,60, <=50K
52,3,40, <=50K
19,10,35, <=50K
38,10,47, <=50K
47,9,45, <=50K
90,13,10, <=50K
23,10,40, <=50K
23,9,40, <=50K
31,10,40, <=50K
48,9,32, <=50K
43,10,10, <=50K
25,10,40, >50K
34,9,35, <=50K
30,13,40, <=50K
23,10,40, <=50K
38,9,42, <=50K
28,10,40, <=50K
29,11,40, <=50K
37,10,39, <=50K
23,11,30, <=50K
31,13,50, >50K
34,13,40, <=50K
23,13,38, <=50K
30,7,40, <=50K
49,10,30, <=50K
45,9,40, <=50K
37,13,42, <=50K
23,5,40, <=50K
19,10,40, <=50K
27,9,40, <=50K
48,13,40, <=50K
60,9,40, <=50K
50,7,40, <=50K
21,10,40, <=50K
17,6,30, <=50K
52,11,40, <=50K
23,11,40, <=50K
37,14,38, >50K
23,10,20, <=50K
24,9,40, <=50K
30,9,40, <=50K
60,10,30, <=50K
50,10,75, <=50K
27,13,45, <=50K
23,9,45, <=50K
49,13,40, >50K
24,9,50, <=50K
20,9,30, <=50K
37,9,30, <=50K
32,9,40, >50K
30,9,45, <=50K
25,13,30, <=50K
56,13,40, >50K
18,7,25, <=50K
36,13,40, >50K
40,9,32, <=50K
43,10,55, >50K
33,10,30, >50K
20,10,10, <=50K
21,9,40, <=50K
20,10,12, <=50K
28,13,40, <=50K
40,13,40, <=50K
47,9,40, <=50K
31,10,38, <=50K
43,11,45, <=50K
36,15,45, >50K
59,10,14, >50K
56,12,40, <=50K
63,9,40, <=50K
20,9,30, <=50K
22,10,20, <=50K
61,10,30, <=50K
34,13,62, >50K
43,10,40, <=50K
22,13,10, <=50K
23,13,15, <=50K
61,10,40, <=50K
47,6,30, <=50K
34,13,39, <=50K
41,9,40, >50K
52,10,52, >50K
24,13,16, <=50K
61,4,40, <=50K
35,13,32, <=50K
39,9,47, <=50K
42,14,40, <=50K
31,13,40, <=50K
42,13,40, <=50K
37,11,43, <=50K
57,10,40, <=50K
29,9,40, <=50K
31,13,70, <=50K
47,9,45, <=50K
33,10,40, <=50K
39,14,40, >50K
44,14,48, <=50K
33,10,40, <=50K
22,9,37, <=50K
40,11,40, <=50K
46,14,38, <=50K
78,14,15, <=50K
19,9,30, <=50K
21,10,40, <=50K
28,9,40, <=50K
18,9,20, <=50K
33,14,50, >50K
66,9,40, <=50K
17,7,15, <=50K
27,13,40, <=50K
22,9,40, <=50K
63,9,35, <=50K
47,13,40, <=50K
21,7,38, <=50K
51,9,40, <=50K
26,13,40, <=50K
39,13,40, <=50K
64,10,65, <=50K
53,9,50, >50K
25,13,40, <=50K
45,13,25, >50K
41,7,40, <=50K
50,10,39, <=50K
37,13,40, <=50K
19,12,50, <=50K
23,9,40, <=50K
36,12,42, <=50K
20,10,50, <=50K
31,9,30, <=50K
24,13,27, <=50K
48,9,38, <=50K
20,9,30, <=50K
67,10,41, <=50K
30,10,40, <=50K
39,9,40, <=50K
29,9,40, <=50K
46,3,45, <=50K
30,9,24, <=50K
24,13,40, <=50K
55,14,45, <=50K
49,9,40, <=50K
33,14,40, <=50K
50,7,40, <=50K
59,13,40, <=50K
61,9,35, <=50K
26,10,40, <=50K
46,9,45, <=50K
32,3,45, <=50K
43,10,40, <=50K
20,10,40, <=50K
58,8,24, <=50K
17,7,20, <=50K
44,4,40, <=50K
43,9,50, <=50K
43,10,12, <=50K
17,7,15, <=50K
22,9,40, <=50K
26,9,40, <=50K
33,13,32, >50K
35,10,50, <=50K
46,12,40, <=50K
58,13,50, <=50K
30,9,32, <=50K
52,12,30, <=50K
20,10,40, <=50K
49,9,30, <=50K
26,9,40, <=50K
67,9,18, <=50K
25,14,31, <=50K
19,10,25, <=50K
28,9,25, <=50K
27,10,56, <=50K
39,11,37, <=50K
33,10,35, <=50K
56,10,38, <=50K
58,13,35, >50K
54,9,32, <=50K
67,9,16, <=50K
63,6,56, <=50K
21,10,40, <=50K
33,9,40, <=50K
28,9,40, <=50K
20,10,15, <=50K
28,9,40, <=50K
17,7,30, <=50K
28,11,40, <=50K
26,14,30, <=50K
27,11,40, <=50K
40,10,40, <=50K
30,13,40, <=50K
26,10,40, <=50K
28,9,36, <=50K
36,13,40, <=50K
74,10,3, <=50K
29,7,42, <=50K
57,4,3, <=50K
24,9,55, <=50K
17,7,16, <=50K
37,13,30, >50K
45,9,38, >50K
21,9,40, <=50K
20,10,20, <=50K
39,9,70, <=50K
18,10,20, <=50K
55,9,40, <=50K
40,14,40, >50K
39,10,15, >50K
26,11,40, >50K
31,6,40, <=50K
23,11,40, <=50K
19,7,20, <=50K
43,16,40, <=50K
54,10,40, <=50K
27,13,40, <=50K
34,11,40, <=50K
56,7,65, >50K
30,10,40, <=50K
21,10,40, <=50K
71,11,40, <=50K
22,9,30, <=50K
30,10,20, <=50K
32,13,30, <=50K
49,12,30, <=50K
27,13,65, <=50K
43,14,30, <=50K
45,12,48, <=50K
20,9,25, <=50K
30,13,40, <=50K
47,10,38, <=50K
35,9,40, <=50K
28,12,80, <=50K
32,13,40, <=50K
21,10,4, <=50K
21,9,35, <=50K
18,7,20, <=50K
24,13,40, <=50K
28,10,30, <=50K
27,10,36, <=50K
33,9,40, <=50K
26,9,32, <=50K
53,9,40, <=50K
61,9,40, <=50K
71,9,16, <=50K
68,12,43, <=50K
37,9,48, <=50K
22,9,20, <=50K
57,9,40, <=50K
72,4,99, <=50K
45,9,40, <=50K
43,10,40, <=50K
27,11,38, <=50K
45,14,40, <=50K
25,10,40, <=50K
24,13,40, <=50K
20,9,20, <=50K
27,10,40, <=50K
57,9,40, <=50K
30,8,40, <=50K
33,13,50, >50K
32,9,45, <=50K
34,13,40, <=50K
33,9,40, <=50K
53,9,40, <=50K
41,10,20, <=50K
25,9,40, <=50K
56,10,40, <=50K
62,9,38, <=50K
41,10,37, <=50K
35,13,40, <=50K
27,13,40, <=50K
23,10,40, <=50K
20,10,30, <=50K
25,13,40, <=50K
18,9,30, <=50K
20,9,35, <=50K
22,13,20, <=50K
44,14,55, <=50K
48,9,32, <=50K
50,9,45, <=50K
65,10,40, <=50K
19,9,40, <=50K
41,14,55, <=50K
29,7,48, <=50K
29,14,40, >50K
33,10,40, <=50K
37,7,40, <=50K
43,9,40, <=50K
52,10,40, <=50K
48,9,50, <=50K
42,9,40, <=50K
32,13,48, <=50K
20,10,40, <=50K
45,10,45, >50K
19,10,30, <=50K
43,9,44, <=50K
46,10,35, <=50K
47,10,48, >50K
29,13,35, >50K
30,12,37, >50K
24,13,40, <=50K
21,10,30, <=50K
30,10,40, <=50K
37,9,20, <=50K
37,9,40, <=50K
63,5,20, <=50K
22,13,40, <=50K
17,6,15, <=50K
40,4,8, <=50K
43,9,43, >50K
39,13,40, >50K
54,13,35, >50K
44,10,6, >50K
23,7,40, <=50K
23,9,40, <=50K
39,9,40, <=50K
33,10,37, <=50K
29,12,40, >50K
54,4,40, <=50K
40,12,40, <=50K
27,9,32, <=50K
28,10,30, <=50K
48,9,30, <=50K
42,9,50, <=50K
62,9,16, <=50K
37,11,38, <=50K
30,13,40, <=50K
25,12,40, <=50K
19,9,50, <=50K
20,10,30, <=50K
56,13,52, <=50K
23,13,16, <=50K
22,10,25, <=50K
43,10,15, <=50K
37,13,45, <=50K
73,4,40, <=50K
18,10,6, <=50K
33,13,60, <=50K
23,10,20, <=50K
64,3,20, <=50K
35,9,40, <=50K
55,10,40, <=50K
23,10,20, <=50K
57,9,40, <=50K
49,13,40, >50K
34,9,15, <=50K
59,10,52, <=50K
46,15,40, <=50K
61,10,20, <=50K
18,7,16, <=50K
58,10,55, <=50K
45,13,42, >50K
39,13,36, >50K
25,9,37, <=50K
60,16,65, >50K
37,9,40, >50K
19,4,40, <=50K
61,9,40, <=50K
22,10,30, <=50K
61,5,40, <=50K
44,14,40, <=50K
25,9,40, <=50K
47,11,45, >50K
19,10,18, <=50K
44,2,40, <=50K
33,9,35, <=50K
34,10,40, <=50K
33,9,40, <=50K
34,13,40, <=50K
74,10,9, <=50K
23,13,20, <=50K
53,9,40, <=50K
47,13,40, >50K
29,10,40, <=50K
31,10,40, <=50K
30,11,40, <=50K
